Afiliate number,Active,Name,FirstName,LastName,Email,WorkPhone,WhatsApp,Address,Web,Descripcion,City,Maps,Location,Discount,Logo,Facebook,Instagram,Category,Sub-Categoria,Service,Type,Sticker,Rating,Recommended,TyC
281,TRUE,Yiron Isla,Yiron,,,9981205606,9981205606,"Col, Calle Cto. Colonias, 77400 Isla Mujeres, Q.R.",,Lunches and dinners at home ,Isla Mujeres ,https://maps.app.goo.gl/oktzY4GLChqc2nJM9,"21.23454013024299, -86.73374467672824",Extra French fries with the purchase of burgers/pitas/cakes ,https://drive.google.com/file/d/1ElI8dr4H9_sAbomUXwR2mn0ml9-QtiYa/view?usp=drive_link,https://www.facebook.com/Yiron.islamujeres/,,Restaurant Food delivery,food delivery,,Restaurants,Yes,1,FALSE,NO
282,TRUE,La Marigalante,Mayra ,Reyes,lamarigalante19@gmail.com,9982467300,9982467300,"Javier Rojo Gomez Supermanzana 308 Manzana 14 L8, entre NIÑOS HEROES Y EJERCITO MEXICANO, 77580 Puerto Morelos, Q.R.",,Fusion cuisine,Puerto Morelos,https://maps.app.goo.gl/mDTtibtAt7eujhwRA,"20.85140224863757, -86.87472932883641",Drink of the day,https://drive.google.com/file/d/1WtQU7eXcIY8dr4YPU3rTczlKqhuqkqkI/view?usp=drive_link,https://www.facebook.com/lamarigalante?mibextid=LQQJ4d,https://www.instagram.com/lamarigalante/,Restaurant International,International,International,Restaurants,Yes,1,FALSE,NO
283,TRUE,La Pizza Nostra,Angel,,,9981171054,9981171054,"77580 José María Morelos, Q.R.",,"Family restaurant, culinary tradition that will remind you of a taste of home.",Puerto Morelos,https://maps.app.goo.gl/VMh2FPwB1BRqaXve7,"20.84935231837146, -86.87540749814511",10%,https://drive.google.com/file/d/12k5KB45SYz5zGoDwr0Tj6Q0AUSEGOsI0/view?usp=drive_link,https://www.facebook.com/profile.php?id=100049407044011&mibextid=LQQJ4d,,Restaurant Pizzeria,Pizza shop,,Restaurants,Yes,1,FALSE,NO
284,TRUE,T@cos.com,Abelardo,Sotelo,andreinasitelo@gmail.com,9984060945,9982037471,"Javier Rojo Gomez SM 02 MZ 05 LT 19, 77580 Puerto Morelos, Q.R.",,Tacos & Pizzas,Puerto Morelos,https://maps.app.goo.gl/eTvodyzxtwg2aLUj9,"20.84827325616039, -86.87592355767282",10%,https://drive.google.com/file/d/15wkqLSZJg6TQiinO1AhxZNzfZM6t7RX2/view?usp=drive_link,https://www.facebook.com/profile.php?id=100063965113592&mibextid=LQQJ4d,,Mexican Restaurant Tacos,Mexican Tacos,,Restaurants,Yes,1,FALSE,NO
285,TRUE,Bahareque,cristian,loeza,,9831549295,9831549295,"Av 5 423, Mario Villanueva Madrid, 77935 Bacalar, Q.R.",,"Contemporary cuisine, with authentic flavors, inspired by peninsular products.",Bacalar,https://maps.app.goo.gl/rFvMMUFsjr4CcUp7A,"18.681237507289428, -88.38865793861738",15% on food,https://drive.google.com/file/d/1qnNixRz-7cgvM2JFkW2f68XvxBMRpFbJ/view?usp=drive_link,https://www.facebook.com/baharequemx/,https://www.instagram.com/baharequemx/?hl=es,International Restaurant,International,,Restaurants,Yes,1,FALSE,NO
286,TRUE,Portal Natura,jessica,osorio,cooperativaportalnatura@gmail.com,7712620180,7712620180,"Avenida 7, entre 24 y 26, 77930 Bacalar, Q.R.",,Store of natural and organic products for a healthier life.,Bacalar,https://maps.app.goo.gl/HwGj8PdJdRieC1ec6,"18.68157777818443, -88.39042261534566",8%,https://drive.google.com/file/d/1F-HDRDnSbWXDqhrsWjiXEynHWW2cP-lL/view?usp=drive_link,https://www.facebook.com/cooperativaportalnatura/,https://www.instagram.com/ecotiendabacalar/?hl=es-la,Store Healthy Food,Healthy Food,,Stores,Yes,1,FALSE,NO
287,TRUE,Terra,maria isabel,noh may,terrabacalar@gmail.com,9831669639,9831573736,"Av 7, Mario Villanueva Madrid, 77930 Bacalar, Q.R.",,Buffet restaurant,Bacalar,https://maps.app.goo.gl/uCwz9UJPcDUw4GTYA,"18.682014777904246, -88.38967905396306",complimentary drink,https://drive.google.com/file/d/1_Q68gUk5kKpZ2QNgF1DvGeQ0lJRih_cv/view?usp=drive_link,https://m.facebook.com/people/Terra-Bacalar/61553584964475/,https://www.instagram.com/terra_bacalar/,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
288,TRUE,La Bamba,Eduardo ,Cruz,Eduardoalvarezcruz@outlook.com,9841963005,9841963005,"Enfrente del Hotel el Pueblito, Calle Tiburón Ballena s/n-planta alta, 77310 Holbox, Q.R.",,"Seafood Jarocha, The best recipes from Veracruz in the Mexican Caribbean.",Holbox,https://maps.app.goo.gl/NupAwuQXTiA9NaUX8,"21.523090243287434, -87.37878926577021",10% discount,https://drive.google.com/file/d/1pB0dKHu4EXB8FuilF-_KshGCPJgW9PCt/view?usp=drive_link,https://www.facebook.com/share/15kYgNwayC/?mibextid=LQQJ4d,https://www.instagram.com/bambaholbox/,Restaurant Seafood,Seafood,,Restaurants,Yes,1,FALSE,NO
289,TRUE,La Cueva del Buzo,Sergio,Callejas Mora,,9841408170,9841408170,"C. 11 38, 97606 Dzilam de Bravo, Yuc.",,The Diver's Cave of Holbox Island,Holbox,https://maps.app.goo.gl/1iGmULMkbYGUtU9y7,"21.39155985103459, -88.9008777657702",complimentary drink,https://drive.google.com/file/d/1kUbSNRALdyVQp1X5UeI3hsrlix3K4ft1/view?usp=drive_link,https://www.facebook.com/LaCuevaDelBuzo?locale=es_LA,https://www.instagram.com/lacuevadelbuzo/,Mexican Seafood Restaurant,Mexican Seafood,,Restaurants,Yes,1,FALSE,NO
291,TRUE,Azotea Catorce,luis,pulido,,9982404768,9982404768,"Av. Damero, 77310 Holbox, Q.R.",https://maps.app.goo.gl/uQXHpRuy9GUmd7pJ8,Rooftop Restaurant,Holbox,https://maps.app.goo.gl/uQXHpRuy9GUmd7pJ8,"21.52480576717783, -87.37837997066069",10% with food consumption,https://drive.google.com/file/d/1qcVtUcsWAUtEsf55yN4qwmye5EQLW0lG/view?usp=drive_link,https://www.facebook.com/azoteacatorceholbox?locale=es_LA,https://www.instagram.com/azoteacatorceholbox/,Restaurant International,International,,Restaurants,Yes,1,FALSE,NO
293,TRUE,Limoncito Breakfast,Luis,Alberto,,9842028900,,"Av. Damero, 77310 Holbox, Q.R.",,The Best Breakfast in Holbox,Holbox,https://maps.app.goo.gl/M65iiFPTz7qAenMF9,"21.52429380637399, -87.3793464094457",10% discount or coffee included,https://drive.google.com/file/d/18FnbhC8Xd9FyQ5MWsdcvU45ZLB_JDA2w/view?usp=drive_link,https://www.facebook.com/profile.php?id=100054632312041&locale=es_LA,https://www.instagram.com/explore/tags/ellimoncitoholbox/,Restaurant Mexican Food,Mexican Food,,Restaurants,Yes,1,FALSE,NO
294,TRUE,Olita de Mar,Anett,Valdez,Olitademarinfo@gmail.com,984131352,9841082410,"Av. Pedro Joaquín Coldwell, 77310 Holbox, Q.R.",,Frozen yogurt bar,Holbox,https://maps.app.goo.gl/yDExtrXRF88wXz8v7,"21.524231235409605, -87.38035772883642",1 complimentary dessert,https://drive.google.com/file/d/1IYLkDXH1z2mRD9Z_vXQY4RTen7NMuT0O/view?usp=drive_link,https://www.facebook.com/profile.php?id=100063628140971&locale=es_LA,https://www.instagram.com/olitademar_mx/,Restaurant Breakfast & Brunch,Breakfast & Brunch,,Restaurants,Yes,1,FALSE,NO
295,TRUE,Beach Club Cariocas,Luisa,Ancona,Chica_cariocas@hotmail.com,9843117414,,"Av. Damero 310, 77310 Holbox, Q.R.",,Restaurant and Beach Club,Holbox,https://maps.app.goo.gl/UE2GZDb4MEUMGoQB8,"21.526024861654857, -87.37826214485986",15% discount,https://drive.google.com/file/d/1210bWEtIKcVveS7Mn4Z2pEfR5TgZMq9g/view?usp=drive_link,,https://www.instagram.com/cariocasbeachclubholbox/,Restaurant Seafood,Seafood,,Restaurants,Yes,1,FALSE,NO
296,TRUE,La Chozita del Purux,Abrahm ,Rojas,Abrahamrojas197522@gmail.com,9841885552,,"C. Porfirio Díaz entre Carito y palomino, 77310 Holbox, Q.R.",,Traditional Mexican Food,Holbox,https://maps.app.goo.gl/ktvZzpvQ5dEML41fA,"21.52453442521646, -87.37791182158813",10% discount,https://drive.google.com/file/d/1kUbSNRALdyVQp1X5UeI3hsrlix3K4ft1/view?usp=drive_link,,https://www.instagram.com/chozitapurux/,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
297,TRUE,Mcdonna,Annel,Flores,,9911045528,,"Calle Tiburón Ballena, 77310 Holbox, Q.R.",,Street Food,Holbox,https://maps.app.goo.gl/riWAZ6idUXcp61nE6,"21.52390581626168, -87.37950825059583",1 complimentary drink,https://drive.google.com/file/d/1LONwxB8wuuiOQRGMmEjFgR8aXOhMHDFQ/view?usp=drive_link,,https://www.instagram.com/explore/tags/mcdonna/top/,Restaurant Food Truck,Food Trucks,,Restaurants,Yes,1,FALSE,NO
298,TRUE,El Viril Holbox,Tony,Vallejo,,2211840844,,"Calle 17 con 24, 26, 77930 Bacalar, Q.R.",,"We are a Nayarit Style Seafood Restaurant, Pasta, Pizza and Cuts!!! Beer, Cocktails and More.",Holbox,https://maps.app.goo.gl/tEPLzjJkPoBubf3z5,"18.68238014405926, -88.39619772158815",10% discount,https://drive.google.com/file/d/13epPZ1dTNdk-sx23LeoL_dkIBkbp04IY/view?usp=drive_link,https://www.facebook.com/elvirilholbox?locale=es_LA,https://www.instagram.com/mariscos.holbox/,Restaurant Seafood,Seafood,,Restaurants,Yes,1,FALSE,NO
299,TRUE,La Taqueria Mateo,Melisa,Bassel,Melissaholbox@gmail.com,9841576615,,"C. Palomino 20, Centro, 77310 Holbox, Q.R.",,We offer you delicious Pork and Beef Tacos and Cakes.,Holbox,https://maps.app.goo.gl/KqdwwHhRrStQse1NA,"21.524629702569854, -87.37904052698153",1 extra dowel,Muy grande,https://www.facebook.com/mateozamudio23/,https://www.instagram.com/taqueria_mateo/,Mexican Restaurant Tacos,Mexican tacos,,Restaurants,Yes,1,FALSE,NO
300,TRUE,Xolo Itzcuintle Taco Bar,Juan,Sanchez,,9844338509,9838392024,"Av 3 Calle 30 &, Mario Villanueva Madrid, 77935 Bacalar, Q.R.",,"Tacos, burritos, beer and pool!",Bacalar,https://maps.app.goo.gl/bPg19PiwnmAcatJr8,"18.68238099937405, -88.38758512883639",Complimentary shot or drink ,https://drive.google.com/file/d/1CQoCpRT_w99bUW0wckfDujlnaAsPHTiT/view?usp=drive_link,https://www.facebook.com/xoloitzcuintle.bacalar,,Mexican Restaurant,Mexican Bar,,Restaurants,Yes,1,FALSE,NO
301,TRUE,Pizzería Il Nonno,Noe,,,9831558046,,"7900, 3, 77930 Bacalar, Q.R.",,Italian restaurant,Bacalar,https://maps.app.goo.gl/q6i4wPynJXYv24zQ6,"18.682263180611677, -88.38825932698153",10% discount ,https://drive.google.com/file/d/1WzUo080mq90lhcy25ez7cmikn59xTO7g/view?usp=drive_link,,,Italian Restaurant,Italian,,Restaurants,Yes,1,FALSE,NO
302,TRUE,La Oaxaqueña,Marisol,Martínez Díaz ,,9831251911,9831251911,"Av 7 Calle 20-y 22, Centro, 77934 Bacalar, Q.R.",,Traditional Oaxacan Cuisine,Bacalar,https://maps.app.goo.gl/ePRmApd45LFtapH16,"18.677877111233993, -88.39158601534564",Complimentary popsicles and soup ,https://drive.google.com/file/d/1i9MiGrjDs4yLC_7IJl-gtL_FQ9V7F3H1/view?usp=drive_link,https://www.facebook.com/p/Metate-Bacalar-100088960740338/?paipv=0&eav=AfZKeZnsMU0io77d7r_AKDDS7XPcuCTvtEmsNto4ZxCn-6efSAEWq9heqHRnK_9lL3I&_rdr,,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
303,TRUE,Sosa Jewerly,,,,9981988368,,Av huayacan plaza andara,,18k 14k & 10k Gold Jewelry,Cancún,https://maps.app.goo.gl/FA7tT2Krbwwamppm9,"21.115685954923386, -86.84797305767283",10%,https://drive.google.com/file/d/1RJfDHraHT8XJpj7716_0mqi2sMNb5S-1/view?usp=drive_link,,https://www.instagram.com/sosa__jewelry/,Jewelry Store,Jewelry,,Stores,Yes,1,FALSE,NO
304,TRUE,Mangohub Cafe & Coworking,,,hello@mangohub.com,984 127 0071,,Giada towers Aldea Zamá,https://www.coworkbooking.com/north-america/mexico/tulum/mangohub1,Coffe & Office,Tulum,https://maps.app.goo.gl/x3irvVE26k8pFpZc8?g_st=ic,"20.199223434493984, -87.45701461534564",15%,https://drive.google.com/file/d/1YmdBlCdTN5qsmPY4wE9pZSAaaikM0DBW/view?usp=drive_link,https://www.facebook.com/mangohubtulum,https://www.instagram.com/mangohub_tulum?igsh=MXJqdzRqc2I0Nnp4aQ==,"Breakfast, Coffe",Breakfast & Brunch,,Restaurants,Yes,1,FALSE,NO
",9861006775,9848064699,Av.Pedro Joaquin Coldwell","Mexico.,https://casa-nostra-roof.webnode.mx/,Casa Nostra Restaurant on the roof",Breakfast,lunch,,,,,,,,Moctezuma,"dinner.,Holbox,https://maps.app.goo.gl/uG48RBt8W1FvLuS86,21.52325953597706",,,,"-87.38133178600633,10%,https://drive.google.com/file/d/1h6wbUaje5QiRVJYBS99hvByafLgLkNMu/view?usp=drive_link,https://www.facebook.com/profile.php?id=100057576341453&locale=es_LA,https://www.instagram.com/casanostra_holbox2021/,Restaurant Breakfast Lunch & Dinner,Breakfast Lunch & Dinner,,Restaurants,Yes,1,FALSE,NO",,,,,,,,,
306,TRUE,El Gober,Facundo,Lavalle,facundo@imprevist.mx,9814179746,9988424813,"C. 16 Nte. Bis, Gonzalo Guerrero, 77710 Playa del Carmen, Q.R.",,"Exclusive rooftop, your favorite corner of Playa",Playa del Carmen,https://maps.app.goo.gl/5RSF54nYQCpXnGzX8,"20.62874499774061, -87.07006141012775",15%,https://drive.google.com/file/d/1vNPpWG94ViG-MjvQrELKf0sEZWHXr4F7/view?usp=drive_link,https://www.facebook.com/elgober.pdc?locale=es_LA,https://www.instagram.com/elgober_pdc/,Restaurant Mexican Seafood,Seafood,,Restaurants,No,1,TRUE,NO
307,TRUE,El Coctelito Cozumel,Raul,Monfarte May,admoncoctelito@hotmail.com,9871051920,9871114968,"Av General. Rafael E. Melgar Lt. 1, Av. Rafael E. Melgar, Centro, 77600 Cozumel, Q.R.",https://elcoctelito.restaurantwebexperts.com/,,Cozumel,https://maps.app.goo.gl/7UYWhbwxb4qrUN5U8,"20.515171941936607, -86.94632858484823",Menú Lunch 20% off discount paying in cash,https://drive.google.com/file/d/1BHLxoVYU32loxgJxIMCZVBE3x48sZsKp/view?usp=drive_link,https://www.facebook.com/elcoctelitocozumel/?locale=es_LA,,Restaurant Seafood,Seafood,,Restaurants,Yes,1,TRUE,NO
308,TRUE,Epic Urban Food,Carolina,Romero,empanadasargentinas01@gmail.com,9842769638,9842769638,"Av 25 con calle 6 norte local 4, 77710 Playa del Carmen, Q.R.",,Delicious Argentine Empanadas,Playa del Carmen,https://maps.app.goo.gl/jCraJkVuGhAGzZ4z7,"20.627131084794804, -87.07706116166635",10%,https://drive.google.com/file/d/10oNiqV0Y3sn906MV65oiGoB67bT1xD9w/view?usp=drive_link,,https://www.instagram.com/epicurbanfood/,Restaurant Argentinian,Argentinian Restaurant,,Restaurants,No,1,FALSE,NO
309,TRUE,Kobma,Facundo,Lavalle,facundo@imprevist.mx,9841963968,9988424813,"1 Avenida Nte. 248, Gonzalo Guerrero, 77710 Playa del Carmen, Q.R.",https://kobma.mx/,Asian fusion restaurant,Playa del Carmen,https://maps.app.goo.gl/XikGH3twfxLiCEVp8,"20.628553911624774, -87.07017664034454",15%,https://drive.google.com/file/d/11_2h_wqgfZFSrV72XKxW-kzZ8_uoYTPz/view?usp=drive_link,https://www.facebook.com/kobmaplaya?locale=es_LA,https://www.instagram.com/kobma.mx/,Restaurant Asian Food,Asian Food,,Restaurants,No,1,TRUE,NO
312,TRUE,Almara Floreria,Almara,,almara.mex.info@gmail.com,9841171168,9841171168,"15 Avenida Nte & Calle 6 Nte Bis, Supermanzana Centro, Centro, 77710 Playa del Carmen, Q.R.",,"""Flowers are good for my soul""",Playa del Carmen,https://maps.app.goo.gl/oZKc1EPCK7uo5sH18,"20.62646880176511, -87.07482953553485",10%,https://drive.google.com/file/d/1nGOqjVWkXKQlTY5Wc314rxxkRlCgyl-_/view?usp=drive_link,https://www.facebook.com/almara.mex?mibextid=LQQJ4d,https://www.instagram.com/almara.mex?igshid=YjNmNGQ3MDY%3D,Store Flowers,Flowers,,Stores,Yes,1,FALSE,NO
313,TRUE,Chile Tequila Cozumel,Rodrigo,Macedo,chiletequilaczm@gmail.com,8110334962,9871142551,Avenida Rafael E melgar entre A.R.S y  Calle 3 sur,https://chiletequila.mx/,Mexican Restaurant,Cozumel,https://maps.app.goo.gl/oEjex5DoMkGbuD4t7,"20.508306997248333, -86.95305377067997",10%,https://drive.google.com/file/d/15hs6WI3kd-S1gv7UXaVGsMhA6xap3RHt/view?usp=drive_link,https://www.facebook.com/profile.php?id=61564587725471&mibextid=LQQJ4d&rdid=IculhsbjASLIrr5L&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1DhAFE1Qbj%2F%3Fmibextid%3DLQQJ4d#,https://www.instagram.com/chiletequila_czm?igsh=MzRqZ3JzNnpvMnQ2,Mexican Restaurant,Mexican,,Restaurants,No,1,FALSE,NO
314,TRUE,Chile Tequila Cozumel,Rodrigo,,chiletequilaczm@gmail.com,9871142551,9871142551,Avenida Rafael E melgar entre A.R.S y  Calle 3 sur,https://chiletequila.mx/,Tequila Store,Cozumel,https://maps.app.goo.gl/ExrYxcNkSwbayBFF9,"20.50830342671443, -86.95306731534563",10%,https://drive.google.com/file/d/15hs6WI3kd-S1gv7UXaVGsMhA6xap3RHt/view?usp=drive_link,https://www.facebook.com/ChileTequilaCzm/,,Tequila Store,Mexican,,Stores,No,1,FALSE,NO
315,TRUE,Chile Tequila Cozumel,Rodrigo,,chiletequilaczm@gmail.com,9871142551,9871142551,Calle 4 Nte & Av. Rafael E. Melgar,https://chiletequila.mx/,Tequila Store,Cozumel,https://maps.app.goo.gl/Lcg3E7C6tHRUqJJr7,"20.512765609604973, -86.94822190618596",10%,https://drive.google.com/file/d/15hs6WI3kd-S1gv7UXaVGsMhA6xap3RHt/view?usp=drive_link,https://www.facebook.com/ChileTequilaCzm/,,Tequila Store,Mexican,,Stores,No,1,FALSE,NO
316,TRUE,Jugate conmigo,Estefanía ,Sarrahilde,Jugateconmigomx@gmail.com,9842778600,9842778600,Calle Orion Sur entre calles Sol Ote. y Andromda Ote.,https://jugateconmigo.webnode.page/,Entertainment and events service for children.,Remoto,Remoto,,15%,https://drive.google.com/file/d/1Sf0Mzdy5GP63koCqtrQIkunAnG8ItB1s/view?usp=drive_link,https://www.facebook.com/jugateAnimaciones?locale=es_LA,https://www.instagram.com/jugateconmigo/?hl=es-la,Children's event service,Service Children's event,,Services,No,1,FALSE,NO
317,TRUE,Chef Please,Guillermo,Martinez,guillemartinezgarcia@gmail.com,34627857428,34627857428,remoto,,Chef Service,Remoto,Remoto,,15%,https://drive.google.com/file/d/1KXhn4UjmWzAwKYyH1r7NZPTcuSA9nV8V/view?usp=drive_link,,https://www.instagram.com/guille_mgarcia/,Chef Service,Chef,,Services,No,1,FALSE,NO
318,TRUE,Dog Watcher Cuidador de Perros,Emiliano,Velazquez,barreravazquezemi7@gmail.con,9842129239,9842129239,remoto,,,Remoto,Remoto,,15%,,,,,,,Services,No,1,FALSE,NO
319,TRUE,Rodrigo Maidana Music,Rodrigo,Maidama,rodrigomaidana@hotmail.com,9842774524,9842774524,remoto,link.tree/rodrigomaidana,DJ Service,Remoto,Remoto,,15%,,,https://www.instagram.com/rmaidanamusic/,DJ Service,DJ,,Services,No,1,FALSE,NO
320,TRUE,Yogamor,Mariana,Baez,marianacbaez@gmail.com,9841867754,9841861587,remoto,,Yoga Classes Service,Remoto,Remoto,,15%,https://drive.google.com/file/d/1bnHgqayQA0joiRoTCqEkz0Gg3CQsiNLi/view?usp=drive_link,,https://www.instagram.com/marianabaezd/,Yoga Classes Service,Yoga Classes,,Services,No,1,FALSE,NO
321,TRUE,Niñeras Playa del Carmen,Karina,Márquez,gteplayadelcarmen@nineras.com.mx,9848041803,9848041803,remoto,http://www.nineras.com.mx/,Babysitter,Playa del Carmen,Remoto,,10%,https://drive.google.com/file/d/1vd7sNvMOMyiejo5eRFmqHaVJrM1WvARm/view?usp=drive_link,https://www.facebook.com/ninerascommxplayadelcarmen?mibextid=LQQJ4d,https://www.instagram.com/nineras.com.mx.playadelcarmen,,,,Services,No,1,FALSE,NO
322,TRUE,Mezcales y Alebrijes ,Ixchel ,Toledo,mezcalesyalebrijes@gmail.com,9841324773,9841324773,Remoto,,Mezcal and a little bit of magic! Private tastings,Playa del Carmen,,,15%,https://drive.google.com/file/d/1TucByDMrBbdvWhJfnXpWlFl-Bb9VTJXn/view?usp=drive_link,https://www.facebook.com/mezcalesyalebrijes/,https://www.instagram.com/mezcalesyalebrijes,Tequila Store,Tastings,,Stores,Yes,1,FALSE,NO
323,TRUE,Mezcales y Alebrijes ,Ixchel ,Toledo,mezcalesyalebrijes@gmail.com,9841324773,9841324773,Remoto,,Mezcal and a little bit of magic! Private tastings,Tulum,,,15%,https://drive.google.com/file/d/1TucByDMrBbdvWhJfnXpWlFl-Bb9VTJXn/view?usp=drive_link,https://www.facebook.com/mezcalesyalebrijes/,https://www.instagram.com/mezcalesyalebrijes,Tequila Store,Tastings,,Stores,Yes,1,FALSE,NO
324,TRUE,Juan,Hernández,"Calle 5, C. 20 esquina, 77930 Bacalar, Q.R.",Seafood and Mexican Food,9615398181,Bacalar,"18.676855092766427, -88.3905528288364",https://drive.google.com/file/d/1jnG857XQKYKc8p69ugwj15sjuUlpg328/view?usp=drive_link,10% Discount,Antojitos Orizaba,https://maps.app.goo.gl/EEivAPP9i5dvuonz7,Mexican Restaurant,Mexicanos,Restaurants,https://www.facebook.com/antojitosorizaba.bacalar/about,https://www.instagram.com/antojitosorizaba/,Yes,1,FALSE,NO,,,no,
325,TRUE,Chef Please,Guillermo,Martinez,guillemartinezgarcia@gmail.com,34627857428,34627857428,remoto,,Chef Service,Playa del Carmen,,Remoto,15%,https://drive.google.com/file/d/1KXhn4UjmWzAwKYyH1r7NZPTcuSA9nV8V/view?usp=drive_link,,https://www.instagram.com/guille_mgarcia/,Chef Service,Chef,,Services,No,1,FALSE,NO
326,TRUE,Dog Watcher Cuidador de Perros,Emiliano,Velazquez,barreravazquezemi7@gmail.con,9842129239,9842129239,remoto,,,Playa del Carmen,,Remoto,15%,https://drive.google.com/file/d/1tkTEehHsswEFHWTHVayJhl_vp_PE67_C/view?usp=drive_link,,,Care Service,Care Dogs,,Services,No,1,FALSE,NO
327,TRUE,El Paste,Ramiro,Castro,angelviva2@hotmail.com,7713589466,9837335363,"Av 5, entre 8 y 10, Magisterial, 77933 Bacalar, Q.R.",,,Bacalar,https://maps.app.goo.gl/aq6gzog6NKEwykZ99,"18.672142948858077, -88.39411040955034",10%,https://drive.google.com/file/d/12vmWGS7JcV0DSVHZzg8jYi0tFJFGGhuy/view?usp=drive_link,https://www.facebook.com/profile.php?id=100063503773579&locale=es_LA,,Restaurant Brunch and Coffe,Empanadas,,Restaurants,No,1,FALSE,NO
328,TRUE,Estudio 22 Tattoo,Brandon,Ordoñez,turnosestudio22@gmail.com,,9843140096,"Q.R, Calle 4 Nte LB, Centro, 77710 Playa del Carmen, Q.R.",,Tattoo studio,Playa del Carmen,https://maps.app.goo.gl/f89BcL3bQK32Tp687,"20.624451982435744, -87.07435276441774",15% de descuento,https://drive.google.com/file/d/1swdRNPG6zqRZMCLsSGilOZxMha4Gaz9-/view?usp=drive_link,https://www.facebook.com/Estudio.22.Tattoo.Studio?mibextid=ZbWKwL,https://www.instagram.com/estudio.22.tattoo?igsh=MTQ2NHJ1cXgwbGxtbg==,Tattoo studio,Tattoos and Piercings,,Services,Yes,1,FALSE,NO
329,TRUE,Moons Glare,Monserrat,Marquez,moonsglarecollection@gmail.com,,3313626215,"Calle 34, casi esquina 20 Avenida",,Piercing and perforations,Playa del Carmen,https://maps.app.goo.gl/TXbYVLzSYPJjt3aFA,"20.635881361857876, -87.07008092208875",3x2 in piercings with basic surgical steel earring,https://drive.google.com/file/d/1uB_rzyZOYh9QOM4hLxU3QRbmMgWExQbJ/view?usp=drive_link,https://www.facebook.com/profile.php?id=61556676180774&mibextid=ZbWKwL,https://www.instagram.com/moonsglare?igsh=Z3NseW1tbHJlcDly,Jewerly,Jewerly,,Services,Yes,1,FALSE,NO
330,TRUE,Liquid Prana Mexico,Ismael,Dalia,info@liquidpranamexico.com,,9841967476,Calle 10 nte col centro cp.77710 Entre av 15 y av 10,https://liquidpranamexico.com/,Healty Food,Playa del Carmen,https://maps.app.goo.gl/mxQJA1wmE9itQsug9,"20.62753112304528, -87.07373169325325",10% al pagar con tarjeta y 15% de descuento al pagar con efectivo,https://drive.google.com/file/d/1MYMYgkgqsntf8nS9nSdVCaBw6Hwix8Aj/view?usp=drive_link,https://www.facebook.com/liquidpranamexico?mibextid=ZbWKwL,https://www.instagram.com/liquidpranamexico?igsh=MTN3b3l0MmwwYmUyYw==,Store Cold Pressed Juices,Cold Pressed Juices,,Store,Yes,1,FALSE,NO
331,TRUE,Toombeer,Tatiana,Almeida Liguori,toombeer1913@gmail.com,,9841804638,"Colosio, Luis Donaldo Colosio, 77720 Playa del Carmen, Q.R., Mexico",,Argentine food and beer,Playa del Carmen,https://maps.app.goo.gl/D6abgPHgcb58bvVa7,"20.63872532082933, -87.06549309325327",15% off paying in cash,https://drive.google.com/file/d/1DF_C0cKOhwKiw4LKgARwjaOeBgtDsbT4/view?usp=drive_link,,https://www.instagram.com/toombeer.pdc?igsh=MWJndnIyb21wN2J1,Argentine Food and Bar,Argentine,,Restaurants,No,1,FALSE,NO
